title,rate,cuisine,location,address,street,price_from,price_till,url,description,opening_hours,wifi_available,smoking_area_available,outdoor_seat_available,full_time_available,vip_room_available,reservation_available,parking_area_available,review_11,review_12,review_13
Dandia Coffee,4.02,['Kafe'],Tebet,,"Jl. Dr. Saharjo No. 107D, Tebet, Jakarta Selatan",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/jakarta/dandia-coffee-tebet,,24 Jam,True,True,True,False,False,True,True,"Awalnya cari2 tempat yang bisa nongkrong 24 jam di jakarta selatan, awalnya ga expect apa2 tapi ternyata semua makan dan minumannya enak2 bgtCoffee gula aren 8/10Milo dino latte 9/10Dandia creamy latte 9/10Chicken cordon bleu 8/10Cumi telur asin 8/10 (agak alot dikit)Roti bakar coklat keju 8/10 (standar roti bakar)Over all ga ada yang failll, lovee it","Coffee shop yang buka 24 jam dan ada area smoking indoor di Tebet, cobain ke @dandiacoffee deh. Ini coffee shop lama yang sekarang rebrand dengan nuansa yang baru, satu ruko ini ada 2 lantai. Lantai 1 non smoking indoor dan lantai 2 smoking indoor, seating tablenya juga cocok buat wfc ataupun nongkrong santai. Aku coba dimsum aja disini, rasanya oke kok. Fasilitas juga lumayan lengkap~","Ngafe enakk di Tebet nih, cuaca panas & kerjaan numpuk wajib ke Cafe yang punya makanan berat & coffee yang enak juga wifinya kenceng kayak @dandiacoffeeBetah berlama2 disini ditemani makanan yg enak dan juga minuman yg seger dong, seperti : Avo coffeeMonokromSpaghetti CarbonaraChicken Cordon BleuCold WhiteCinnamon RumLoc : Jl. Dr. Saharjo No. 107D, Tebet"
Mitohausu,3.94,['Jepang'],Tebet,,"Jl. Manggarai Utara I Blok D No. 26, Tebet, Jakarta Selatan",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/jakarta/mitohausu-tebet,,"Senin - Jumat (13:00 - 24:00), Sabtu (13:00 - 02:00), Minggu Tutup",True,True,True,False,False,True,True,"Ada cafe vibes bandung di Manggarai dengan Japanese Trademark~ tempatnya sendiri enak sih banget karena dibawah pohon rindang, jadinya adem.Untuk kesini disarankan berjalan kaki dari stasiun manggarai (keluar pintu tambak -+ 10 menit) atau membawa motor (bisa parkir ditaman). Untuk mobil sepanjang yang aku lihat terparkir di jalan raya walaupun area halamanya luas.Untuk menu yang aku pesan:1. Katsu CarbonaraBagi yang suka makan katsu, harus banget pesen ini dijamin ga bakal kecewa! Katsunya renyah banget kulitnya, daging ayamnya juga tebel. Nasinya disiram saus carbonara dengan secret recipe mereka yang aku suka yang rasanya gurih banget.2. Beef HamburgIni menu kedua yang kita pesan, another outstanding foods. Bun nya tebel, isianya tebel ada tomat dan saus, dimulut melted banget. Untuk pattynya tebel dan dagingnya berasa banget cuman sayang teksturnya sedikit kelembekan.3. Lemon TeaKita pesen yang less sugar, lumayan banget buat seger-segar, ini beneran tea dan slice fresh lemon bukan menggunakan syrup.4. Kopi 1995Ini adalah kopi susu gula aren dengan double shot fresh from espresso, asik sih dilidah ga terlalu manis, sedikit creamy dan kopinya berasa.Untuk harganya menurut aku masih wajar masih under 150 for two. Menurut aku oke banget sih terutama makanan nya.","Caffee dekat stasiun manggarai, walaupun kecil, tapi nyaman, hanya saja indoor nya kecil. makanan dan minuman nya juga enak dan sesuai harga nya <3- katsu burger : katsunya enak terus gede banget,- beef matah toast : ini favorit sih enak sama sambal matahnya mantap- french fries : Kentangnya no comment, oke! - Kopi 1995 : kopi gula arennya juga enak, kopi nya strong buat aku, bisa request less coffee tergantung selera yaa","perfect ambience dengan makanan dan minuman yang oke banget dan harga yang super duper nyaman di kantong, itu susah bgt buat didapetin jaman sekarang."
Tomoro Coffee,4.13,['Kafe'],Jatinegara,"Bassura City, Lantai Ground","Jl. Jend. Basuki Rahmat No. 1, Jatinegara, Jakarta Timur",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/jakarta/tomoro-coffee-jatinegara,,Senin - Minggu (07:00 - 22:00),True,False,False,False,False,False,True,"Beliin buat adek ku yang cowok, yang dulu sempet ngga bisa minum kopi kayak aku sekarang alhamdulilah udah bisa lagi. Kata adek ku yang cowok, kopinya ngga strong karena esnya udah mencair jadi kebantu itu. Tapi pas ku coba cium, huhu langsung pusing menurut aku masih nyolok banget makanya aku ngga berani coba.","Kali ini aku mampir untuk pesan minuman yang baru rilis, nagih sih memang karena rasanya enak.Aku pesan via aplikasi Tomoro Coffee dan pick up di store pakai voucher refferal.Tidak sampai 10 menit pesan sudah jadi kopinya. Barista dan crew storenya juga ramah.Aku pesan:- Coconut Aren Latte RegularRasanya enak manis creamy, untuk kemasannya biasa tidak ada aksesoris digelasnya, tidak seperti store yang pernah aku datangi sebelumnya. Untuk rasa sama enaknya.Nah untuk kalian yang mau ngopi hemat dan enak,bisa download aplikasi tomoro coffee dan masukkan kode refferal 38SC7A untuk nikmati voucher diskon.Yuk Cobain.","Kali ini mampir ke Tomoro Coffee buat beli minuman pakai voucher refferal. Kebetulan banget ada diskon, jadinya aku cobain Hojicha Latte pake susu oatside yang emang pengen banget aku cobain.Aku mencoba :1. Hojicha LatteAroma hojichanya beneran pekat dan ada after taste bubuk houjichanya. Aku pilih less sweet jadi manisnya pas.Susunya nggak super creamy, sedikit manis dan agak gurih dari kedelainya. Ternyata rasanya beneran enak, recommend kalau mau cobain houjicha murah...BTW, kalau kalian belum punya akun, bisa bikin akun Tomoro & pake kode refferal biar dapet voucher diskon. Kode refferalku : 62671J."
Muyen Coffee & Roastery,3.92,['Kafe'],Tebet,,"Jl. Tebet Raya No. 76, Tebet, Jakarta Selatan",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/jakarta/muyen-coffee-dan-roastery-tebet,,Senin - Minggu (08:00 - 23:00),True,True,True,False,False,True,True,"makanan dan minumannya cepat sampai, bisa main sama teman, tersedia musholla dan peralatan ibadah yang lengkap, dan kakak kakaknya ramah.","Salah satu coffeeshop yang berdiri sejak lama di Tebet. Tempatnya luas dengan 3 lantai. Di lantai 2 jadi smoking area yang full indoor ber-AC & ada meeting room juga. Di lantai 2 ini juga bisa loh dibooking untuk private event dan menarik karena tanpa minimum payment.Cafe ini juga cocok banget untuk wfc karena ada wifi, banyak stop kontak, ada musholla juga dan suasananya nyaman. Buat hangout bareng temen-temen juga bisa karena di sini disediakan berbagai macam board game.Harga menu di sini juga cukup affordable. Rasanya juga enak & aku suka karena porsinya pas. Di sini aku coba beberapa menu* hot latte (30k) : enak sih karena lattenya cocok dengan seleraku, kopinya berasa.
* ⁠muyen signature tea (30k) : rasanya seger banget, manis dan ada sedikit asam segernya gitu.* ⁠chicken wings (30k) : enak deh karena bumbunya banyak & ayamnya empuk. Isinya ada 4pcs jadi bisa juga kalau mau dimakan berdua.* ⁠spaghetti bolognese (38k) : porsinya pas untuk satu orang, pastanya al dente & bumbu bolognesenya banyak.Menurutku sih ini salah satu cafe asik di Tebet yang menarik untuk dikunjungi.","Menemukan cafe yang nyaman untuk WFC dekat Stasiun Tebet.Ada dua lantai dan areanya cukup luas. Ada smoking indoor dan outdoor. Menunya juga variatif dan enak-enak.- HonjeNasi Goreng Kecombrang dengan ikan dory yang gurih. Porsinya juga terbilang banyak.- French FriesLagi-lagi porsinya banyak dan oke buat menu sharing.- Muyen CoffeeTipikal kopi susu creamy yang dominan manis.- Magic PurpleIni seger banget, wajib coba!"
Fillmore Coffee,4.17,['Kafe'],Pantai Indah Kapuk,Orange Groves PIK 2,"Jl. KH Mas Mansyur, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/jakarta/fillmore-coffee-pantai-indah-kapuk,,Senin - Minggu (08:00 - 22:00),True,True,True,False,False,False,True,"One of the best cafe yang ada di orange grooves, jadi disini viewnya langsung ke sungai dan juga walaupun diluar panas banget tapi di dalem ini adem padahal lagi di tengah hariUntuk makanannya jujur french fries + truffle oil nya itu bener2 berasa banget trufflenya jdi nagih dan porsinya pas nais, untuk matcha yakultnya bagi aku lumayan oke nothing specialPelayanannya juga gercep ramah dan bagus banget aku jdi betah lama2 disini + ambiencenya yang favoritonya banyak jendela besar dan kayu-kayu gitu tempatnya🫰","Brunch di fillmore lokasinya di orangw grove pik yg menurutku lumayan jauhhhhhhh. Tempatnya lumayan luas tpi sayang nya panas mungkin ac nya lgi kendala. Pesen nasgor lapciong, ice honey latte with oatmilk. Lumayan enak rasanya, kopinya juga rich  dan enak. Service was good. Selamat mencoba!","Choco Lava di sini bisa gw bilang one of the best yang pernah gw makan sih!Coklatnya rich rasa premium, manisnya pas, dan tekstur adonannya just nice, lembut banget dan ga bau tepungMarkisoo nya juga enak, markisa ujung pandang pake espresso. Ini inovatif pol seh"
%Arabica,3.88,['Kafe'],Thamrin,"Plaza Indonesia, Lantai 1","Jl. MH Thamrin, Thamrin, Jakarta Pusat",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/jakarta/arabica-thamrin,,Senin - Minggu (08:00 - 22:00),True,False,True,False,False,False,True,"Tertarik melihat kopi dan white chocolate, jadilah pesan ukuran grande (IDR 67K). Awalnya mau pesan yang panas, tapi kemasan minuman dingin lebih pas untuk takeaway.Di sini tempat duduknya IMHO kurang nyaman. Di bagian indoor hanya ada sedikit area. Di semi outdoor area lebih banyak tempat. Tapi panas dan ada yg merokok. Kali ini pelayanannya lebih lumayan baik dari sebelumnya. Untuk pembayaran bisa cashless.","Sebagai penggemar matcha.. wajib banget ke Arabica.Mereka menyajikanMatcha Soft Cream, enak banget, rasa pahit matchanya pas banget..Cafenya terkesan minimalis. Sayang outlet yang di PI tempat duduknya hanya ada outdoor, panas..","%Arabica adalah salah satu kafe mewah terkenal yang berlokasi di mall-mall mahal di Jakarta (dan sekarang punya 1 cabang di luar mall di area Senopati ) Kesan mewah minimalis itu terasa sejak pertama kali aku melihat tempat ini, dan semakin terasa saat aku menyentuh tempatnya, semakin terasa lagi saat aku melihat menunya       Dan untungnya, kupikir, %Arabica sejauh ini masih mampu menjaga kualitas kemewahan tersebut. Tempatnya terasa sangat nyaman, dengan kesan yang minimalis juga.       Aku memesan Spanish Latte, rasa kopinya pun menurutku udah enak banget  Nyaman diminum untuk dibawa jalan-jalan      Overall, bagiku %Arabica adalah salah satu kafe mewah yang pantas dikunjungi di Jakarta, selamat mencoba!"
Sophie Authentique,4.08,['Kafe'],Kemang,Chic Mart,"Jl. Kemang Raya No. 55, Kemang, Jakarta Selatan",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/jakarta/sophie-authentique-kemang,,Senin - Minggu (08:00 - 17:00),True,True,True,False,False,False,True,"canelekue tradisional ala French yang sudah mendunia, aslinya dari lota Boredaux di Prancis tekstur kue nya padat, moist, dengan bahan rhum dan vanilla. bagian dalam nya custardy, luar nya caramelized. rasanya manis. harganya 25 ribu per pcs, ada juga canele ukuran minipremium butter croissantcroissant polos , luar nya crispy, flaky buttery dan bagian dalam nya moist.hot chocolateminuman coklat panas dengan tambahan fresh milk. dikasih latte art yang cantik, rasanya manis dari simple syrup. enak dinikmati bersama croissant dan canelétempat nya cukup nyaman, pelayanan nya ramah dan cepat. cafe bergaya prancis , ukuran nya mungil , tapi tempat duduk nya lumayan banyak. selain canele, ada juga sourdough, meringue, crepes, croffle , dll. pembayaran tidak bisa cash atau tunai, hanya bisa debit dan qris","Lagi mampir ke chic mart yang isinya barang barang rada antik. Daripada menunggu minum kopi di sebelah di area yang sama ada tempat ini. Sebenarnya ada makanan juga disini tapi cuma pesan hot americano. Kopinya bagus rasanya fruity dan cukup kuat. Tempatnya tidak besar tapi nyaman, parkir ada beberapa.","Pertama nyobain panini/ roti lapis italia. Karna dia roti utuh jadi bagian luarnya garing banget, tapi dalemnya lembut, enak deh teksturnya. Kejunya banyak dan chicken slice nya berasa. Aku pesen paket super kenyang tapi ice teanya diganti es kopi. Beneran ngenyangin sih, karna french friesnya banyakk. Padahal ini pilihan menu yang murah dibanding yang lain 👌 Rekomended buat yang cari menu murmer tapi ngenyangin 🤍"
Koultoura Coffee,4.11,['Kafe'],Kebon Jeruk,"Wang Plaza, Lantai 1","Jl. Panjang Kav. 17, Kebon Jeruk, Jakarta Barat",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/jakarta/koultoura-coffee-kebon-jeruk,,Senin - Minggu (07:00 - 22:00),True,True,False,False,False,True,True,"Balik lagi nongkrong disini, tempatnya lega, adem, nyaman bgt, banyak pilihan makanan, snack, dessert, sampe ke kopi, juice, teh, mau yang salad2 doang juga ada disini.. Singkong gorengnya beneran enak, garing di luar, lembut di dalam.. Potato nya juga rekomen, harus dimakan panas2, ada cheese nya yang meleleh2, ada beef nya yang halus.. Kopinya juga aku cocok disini, biarpun dia strong tapi manis buat aku..","Bentuk resto ini agak ajaib, pintunya super besar (dan berat), area dine-in nya spt terbagi 3 sudut, cukup luas lah pokoknya. Nyaman sih buat kerja krn dekornya minimalis banget. Looks clean!! Selain makanan berat tersedia juga donat2 an, kopi dan juice2 yg sdh dikemas dlm kaleng kecil yg lucu. Tp juice nya mahal sih, utk ukuran 150 ml harganya 40k.Pork belly matah rice (80k): nasinya bukan nasi putih krn rasanya gurih spt nasi liwet (krn ga pakai santan). Di atasnya dikasih crispy pork belly yg ditaburi dgn sambal matah dan di garnish dgn irisan daun jeruk. Ini juga enak dan recommended ya.K pork belly pasta (95k): konon ini salah satu signature diah resto ini. Pastanya pakai spagheti yg di masak aglio olio lalu atasnya dikasih pork belly crispy. Pork belly nya enak dan cukup generous porsinya. Sayangnya, pastanya agak too dry dan hambar serta  sedikit keras. Ga disediakan black pepper serta keju parmesan jd ya apa adanya yg tersaji aja. Not recommended ya, mending pork belly matahnya aja.Smoked beef bitterballen (45k): isinya 6 pcs dgn rasa smoky yg strong dr smoked beef nya. Kentangnya lembut dan gurih, enak banget tp pricey hehehehe.... Pelengkapnya di kasih cocolan saus (kayanya) honey mustard. Kalo pas mau kerja atau meeting online sambil makan, resto ini boleh di coba deh krn tempatnya cukup nyaman utk itu. Tp dr segi harga, cukup mahal sih ya krn harga2 tsb blm include tax and service. Servicenya sendiri just so so lah.","First time ke koultura ini, di wang plaza paling atas, ternyata ini mall kecil yang isinya makanan2 semua dan supermarket. Koultura ini selain specialty di coffee, main course nya juga not bad. Pilihan dessert nya juga banyak dan menarik semua untuk di cobain. Aku makan Signature Pork Belly Pasta. Pasta nya pake pasta spaghetti, dengan topping pork belly yang garing, tebel, terus ada pork bacon nya, pake chili flakes, berminyaknya pas, dan kematangannya al dente. Kopinya disini juga enak, tipe aku, creamy, gak terlalu strong.. Mau lagi balik nongkrong disini, pewe pol.."
Egg Hotel,3.88,['Kafe'],Karet Kuningan,"Suites@Seven Residence, Lantai 3, Rooftop","Jl. Karet Pedurenan Gang H. Sidik No. 7, Karet Kuningan, Setiabudi, Jakarta Selatan",Rp. 200.000,,https://pergikuliner.com/restaurants/jakarta/egg-hotel-karet-kuningan,,Senin - Minggu (16:00 - 24:00),True,True,True,False,True,True,True,"waktu itu ada acara makan makan dari kantor, dan tempatnya ternyata di Egg Hotel. untuk vibes tempat nya emang cozy banget apa lagi ditambah view 360 derajat kota jakarta keren banget sih, dan untuk harga makanannya worth it dengan tempat yang mewah seperti ini, dan semua makanan yang gua coba hampir enak semua sesuai dengan harganya. untuk yang punya budget lebih gua rekomendasiin banget buat dicoba","IG: tepsfoodjourneyBuat yang lagi cari tempat nongkrong Rooftop yang estetik dan nyaman, kalian bisa dateng ke Egg Hotel ini! Meskipun tempatnya terpencil tapi kalian bisa nikmatin pemandangan kota Jakarta dari sini loh! Selain itu pelayanan disini juga juara banget dan rasa makanannya lumayan. Khusus jam 12 siang sampe jam 3 sore, mereka juga sediakan menu Lunch Break ONLY 95K++, udah dapet makan dan minum! Aku cobain Nasi Gulai Barramundi, Black Pepper Beef Rice, dan Truffle Mushroom Risotto (Recommended). Overall, worth to try guys!.⭐️: 4/5📍: @egghoteljkt Jl. H. Sidik No. 7, Suites at Seven Rooftop, Setiabudi Jakarta, Indonesia","Hari ini aku diajak suami untuk valentine's dinner di rooftop suites at seven di daerah setiabudi. Naik lift dulu terus baru naik tangga yang ada mural2 nya cakep. Terus disambut dengan ruangan kaca view panorama kota Jakarta, bisa liat sunset. Kalau mau yang outdoor mereka ada, di rooftopnya cm naik dikit aja dr yang tempat2 kaca.Appetizer nya ada ayam pake saus gochujang. Rasanya enak, asem2 manis pedes. Terus main course nya aku pesen yang salmon pake mashed potato dan saos nya ala2 bali. Ini enaakkk banget, diluar ekspektasi krn rata2 reviewnya bilang biasa aja. Buat aku ini enak. Dia punya kuah bali2an nya itu ya berasa banget rempah2 nya, pedesnya dapet. Dan dimakan sama mashed potatonya yang creamy tuh enak balance banget rasanya. Salmonnya juga gede, dan perfectly cooked. Aglio olionya pun enak, pake udang yang fresh dan bisa request pedes. Minumnya, kita ambil cocktail dan wine. Total spend ber2 abis 800rb.Mengesankan 😊"
Baby Dutch Pancake,4.4,['Kafe'],Kuningan,One Satrio,"Jl. Prof Dr Satrio, Kuningan, Jakarta Selatan",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/jakarta/baby-dutch-pancake-kuningan,,Senin - Minggu (08:00 - 22:00),True,True,True,False,False,True,True,"Main sini karena pas lagi di daerah sini sama ibu2 sekolah anak saya. Terus resto ini salah satu yg buka pagi jadi yaudah ngemil dan makan tengah disini aja. Pesen pancake yg blueberry manis dan yg cheese yg asin nya. Pesen kentang dan nachos sama ngeteh juga. Surprisingly enak loh pancake nya, saya pertama kali coba. Manis dan gurih nya semua pas rasanya. Jadi pengen coba menu lainnya. Kapan2 mau ah balik lagi.","Satu grup dengan Nanny’s Pavillon, jadi untuk menu beberapa ada yang sama. Yang unik disini punya pancake jenis baby dutch, jadi bentuknya kayak mangkok. Unik banget rasanya, pinggirnya crunchy dalemnya lembut. Rasanya cukup light, better kalo ditambah eskrim kayaknya.Harus cobain beef stroganoff & rosti-nya mereka, enakk bangett! tempatnya juga nyaman untuk WFC","Follow my ig : @duocicipKesini karena lagi mau jalan2 di One Satrio. Tempatnya ga begitu luas tapi cukup nyaman buat quick catch up meeting dan nyemil sore. Tapi jarak antar meja cukup dekat ya jadi agak hati-hati apalagi kalau sebelah mejamu ada keluarga dengan anak kecil yang barang bawaannya banyak. Staffnya ramah dan gercep, cukup informatif saat diminta rekomendasi menu. Pesan 1 menu sweet dan savory. Untuk savory pilih chicken alfredo (59k) yang creamy dan tidak terlalu thick lalu potongan ayamnya banyak tapi agak overcooked karena sudah cukup kering. Menu sweetnya ada blueberry (59k) yang asem nampol dari berry compote🥴 bisa ditone down dengan ice cream nya sih. Adonan sweet pancake lebih tebal dan fluffy daripada savory pancake. Overall aku lebih suka savory pancakenya.Suka iced tea nya pakai daun pandan jadi lebih aromatic.Rating dish : 4/5Rating place : 3/5Rating service : 5/5"
Janji Jiwa X,4.02,['Minuman'],Kelapa Gading,"Mal Kelapa Gading 3, Lantai Ground, Gading Walk","Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/jakarta/janji-jiwa-x-kelapa-gading,,Senin - Minggu (10:00 - 22:00),True,True,True,False,False,True,True,"Penasaran sama sandonya janji jiwa akhirnya cobain yang original sando, serius ni rotinya lucu garing tekstur gak kayak roti suka ma teksturnya isiannya butter manis gitu enak sih tapi kebanyakan isinya. Jadi rada eneg juga","[Rekomendasi Vanilla Latte di Janji Jiwa ☕]Janji Jiwa -- Memutuskan buat ke sini karena kangen, udah lama gak ke sini soalnya. Gue cobain di cabang Gading Walk dan suasana tempatnya udah berubah. Begitu juga dengan logo dan packaging. Makin ramah lingkungan karena mereka memakai gelas langsung minum, jadinya gak perlu pakai sedotan.Gue cobain: Vanilla Latte seharga 35k. Termasuk worth it apalagi, gue pesan ukuran large.Rasanya gimana?Dominan ke susu, agak milky. Tapi, tetap pahit kopinya masih berasa. Cocok buat pemula yang baru minum kopi. Kopinya termasuk in between, gak yang light tapi, juga gak begitu strong.Tempatnya minimalis dan luas, jadinya enak buat kerja sama ngumpul. Ada area outdoor juga.Pelayanan ramah dan friendly.","🍽 Tanggal dan Jam Visit(13/3/24) - pukul 10.45 WIB.🍽 SuasanaSengaja milih rada jauh dari keramaian dalam mal karena sekalian mau WFC. Lokasinya berada di deretan tenant di area Gading Walk, tepatnya di samping Boogie Doogie dan seberang Family Mart. Tersedia area indoor dan outdoor dengan jumlah meja dan kursi yang cukup banyak. Karena ini bulan puasa jadi sepi. Baru sekitar jam makan siang mulai banyak customer datang dan orderan online. Pas aku ke sini memang kondisi AC di indoor sedang kurang bagus alias gak dingin yaa. Untuk menyiasatinya aku duduk di pinggir dekat pintu, jadi angin semilir dari luar terasa. Untuk kursi di deretan nempel tembok (indoor) tersedia stop kontak yang memadai.🍽 Menu yang Dicoba*harga sudah termasuk pajak⭐️ Caramel Macchiato (36K)Template banget kalau ke janjiw, pasti pesen hazelnut latte, macchiato, atau kopsusnya (seleranya memang klasik hoho). Pastinya request less sweet dan large ya. Buat yang gak pengen ngopi tapi pengen ngopi, macchiato jawabannya. Krim macchiatonya sampai luber-luber pas mau dibuka gelasnya lagi. 🍽 Pelayanan dan KebersihanPelayanannya ramah dan sat set. Pas aku datang cuma ada 1 waiters yang bertugas. Setelah agak siang, total ada 4 waiters yang bertugas. Nah, karena bulan puasa ini orderan gak banyak, jadi banyak waktu kosong yang digunakan kakak-kakaknya untuk mengobrol. Terkadang suaranya lebih keras daripada musik.🍽 KesimpulanSkor (1-10): ⭐️7.5For more #RasaRasa, cek di pergikuliner.com/asterasa 🐽#asterasa #asterasarasa"
Goffee,4.6,['Kafe'],Cempaka Putih,,"Jl. Cempaka Putih Tengah I No. 11, Cempaka Putih, Jakarta Pusat",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/jakarta/goffee-cempaka-putih,,"Senin - Kamis (09:00 - 23:00), Jumat - Minggu (09:00 - 24:00)",True,True,True,False,False,True,True,"View outdoor di sore hari emang keren habisPunya mushola juga 👍🏿, minumannya tastenya mantap Cocok bgt bt yg suka photo” and event Keren tempat , ada live music , baristanya pada ramah” nicee","Akhirnya Goffee buka cabang baru lagi nih di daerah Cempaka Putih. Outlet yang disini tempatnya super luas ada area Indoor dan Outdoor, pastinya vibesnya oke banget dan aesthetic dengan nuansa interiornya yang warna putih. 😍✨Aku kesini pas siang jadi cukup panas terik buat duduk di luar, jadi lebih memilih duduk di dalam aja deh. Untuk pilihan menu minuman yang tersedia disini banyak pilihan, mulai dari Coffee -Non Coffee dan makanan mulai dari donut,cake,snack dan makanan berat juga ada. Karena Aku mau ngopi aja, jadi Aku pesan Brown Sugar Latte ukuran Reguler.Brown Sugar Latte Rp 28.000 (9/10)Rasanya enak ada creamnya, untuk manis dan pahit dari kopinya pas menurut Aku. IG : @amandafadila","Goffee Coffee membuka cabang terbaru di Cempaka Putih dengan tema tropical, tempatnya cakep dan terbilang besar. Lokasi bisa dicapai dengan transjakarta dan turun di Halte Cempaka Tengah. Untuk parkiran bisa parkir di area depannya.Tempatnya mostly banyakan di outdoor. Kalau mau laptopan juga bisa karena banyak stop kontak dan ada wifi.Pas ke sini pesan salted caramel latte free donat gula putih bubuk. Salted caramel lattenya enak, ga terlalu manis dan kopinya masih terasa. Donatnya empuk dan baru digoreng kalau ada pesanan. Ambiencenya cozy dan enak buat berlama - lama di sini. Kalau aku prefer duduk di indoor karena datang di pagi hari, kalau outdoor lebih enak sore ke malam. Mereka juga ada live music di sini."
Hello Sunday,3.88,['Kafe'],Tebet,"Kota Kasablanka, Lantai 2, Cinema XXI","Jl. Casablanca Raya, Tebet, Jakarta Selatan",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/jakarta/hello-sunday-tebet,,Senin - Minggu (11:00 - 21:00),False,True,True,False,False,True,True,"📍 @hellosunday | Kota Kasablanka, Jakarta💰55k-198kSetiap kekokas bingung mau nyobain desert dimana lagi tapi baru inget ada 1 tempat yang belum pernah dicobain, jadi langsung kita kesanaaaa. Setuju sih kalau mereka sempet viral disebut✨Hidden Gem✨ Karena tempatnya didalem XXI jadi gabanyak yang tau. Terus nyesel kenapa baru kesini, tempatnya tuh luas & sepi! Enak banget buat nyantai ataupun wfc. Pilihan makanannya juga beragamm ada light meal, pasta, asian dan dessertnya juga gakalah menarikk.(1) Waffle Bar. Pilihan wafflenya ada original, chocolate & pandan. Kemarin kita order yang original dan yaa rasanya waffle pada umumnya ajasihh. Untuk ice creamnya bisa milih es teler, chocolate, java tea & matcha. Matchanya tipe matcha yang masih ada hint pait2nya gitu (2) Nutella Croffle, kalau ini favorite bangett! Udah lama gamakan croffle trs pas makan ini tuh enak banget bukan yang rasa tepung gitu, teksturnya empuk trs cinnamon sugarnya juga bikin wangiii & ice cream choco jembrananya debes! Manis tapi ga yang giung gitu aduh enak deh pokonya(3) Soft serve ice cream es teler, kalau ini ice creamnya lebih berasa kelapa sama nangka, tbh kurang cocok sih di lidah kita","Ada hidden place di dalam XXI Kokas yang tempatnya bagus banget! Suasananya cukup tenang karena lokasinya memang agak ngumpet. Tapi tempatnya bagus, terlihat fancy dan suuuper nyaman. Ada outdoor areanya juga yang asik banget buat jadi tempat hangout di sore atau malam hari. Viewnya bagus karena bisa lihat gedung-gedung tinggi. Aku suka banget sama tempatnya, cukup tenang juga jadi bisalah buat wfc atau quality time sambil ngobrol-ngobrol sama teman atau pasangan.Di sini aku coba beberapa menu1. Sunday's Crispy (55.000), irisan kentang goreng super tipis yang renyah dengan seasoning dan beef flakes di atasnya. Porsinya nggak terlalu banyak tapi cukuplah untuk sharing 2 orang. Rasanya enak sih, gurih-asin gitu dan aku suka karena chipsnya renyah banget.2. Sunday's Coffee (40.000), salah satu signature menu di sini. Black coffee dengan sparkling water dan orange. Rasanya segar karena ada sparkling water, pahit kopinya juga agak light dan ada asam segar dari jeruk.3. Hot Coffee Latte (45.000), tampilannya menarik karena bentuk gelasnya lucu dan latte artnya bagus. Kopinya juga enak, lumayan strong jadi aku minum dengan tambahan gula. Worth it sih karena rasa kopinya juga enak.","Hello Sunday di Kokas ini ada indoor dan outdoor. Tempatnya agak sepi dan nyaman bgttt. Cocok bgt kalo mau ngobrol lama2. Walaupun sepi bukan berarti rasa makanan sm minumannya gak enak ya 😝. Kyknya udh rahasia umum kalo makanan di @cinema.21 enak2 hehe✌🏻.— Ice Caramel Macchiato (55k)Kopinya creamy dan caramelnya bikin enak bgttt. Agak susah aduk caramelnya krn mengendap di bawah. Tp enakkkk 👌. Agak kemanisan kalo kalian gak terlalu suka manis. — Aglio Olio Pasta (75k)Spageti with beef and parmesan cheese on top. Bisa request mau spicy atau non-spicy. Kalo pesen spicy bakal dikasih cabe rawit dan buat aku pedes bgt sih wkwk 🥵. Menurut aku ini termasuk Aglio Olio yg enak. Well seasoned, not too oily or too garlicky.Menu di sini ada yg sama kyk kalo pesen di bioskop. Krn emang satu tempat ya. Kayak kentang, sistagor, risoles, atau kyk kopinya gitu juga bisa pesen di sini. Makanan beratnya ga terlalu banyak tp ada bbrp pilihan kyk burger, nasi, dan pasta. Ada dessert dan starter juga buat cemal cemil. Range harga makanannya sekitar 40k-140k. Range harga minumannya 28k-65k. Overall happy kok makan di sini hehe tempatnya nyaman dan makanannya cukup enak. Will come back for sure ☺️👌."
