review_11,review_12,review_13
"Akhirnya momen yang ditunggu-tunggu datang juga. Sudah menunggu edisi liburan mereka terutama yang toffee nut crunch dan peppermint mocha. Eh, tahun ini ada yang baru loh: Chestnut Mont Blanc Oat Latte. Tentunya saya pesan Chestnut Mont Blanc ini karena penasaran dan juga karena promo beli 1 gratis 1, saya pesan juga toffee nut crunch. Saya suka yang chestnut ini karena rasanya ada sedikit kacang yang di-karamelisasi, manisnya tidak  terlalu dan dipadu dengan oat milk + satu choco rasanya jadi pas banget. Untuk toffee nut, kayaknya saya salah pesan jadi rasanya kurang, tidak  se-nendang biasanya. Mungkin harus minta extra sirup lagi biar lebih enak. Sesuaikan dengan selera kalian ya. Untuk tempatnya sendiri di sini lumayan lega dan bisa sambil memantau jalanan di depan. Posisi sangat strategis","""Pesan online karena penasaran rasanya seperti apa. Mirip-mirip dolce latte, tapi yang ini jauh lebih creamy. Intinya, ini adalah kopi susu juga, hanya kopinya tidak  terlalu kuat. Rasanya enak juga, mungkin karena saya memang suka yang creamy seperti ini.","Starbucks lagi promosi, yey! Membuat menu baru: Latte Kacang Ijo! Bagaimana rasanya? Ternyata rasanya terlalu 'kacang ijo'. Jadi rasa kacang ijonya terlalu kuat sehingga merusak rasa lattenya. Meskipun sudah ditambahkan rasa manis-manisnya. Oh iya, saya belinya di Tamansari Hive, Starbucks yang hanya sebuah kios. Tempat minumnya sih tidak  buruk. Tetap terasa kualitas ala Starbucks-nya, meskipun terasa lebih terbuka dibanding Starbucks biasanya. Keseluruhan, menurut saya Latte Kacang Ijo ini merupakan ide bagus dari Starbucks. Harganya juga mahal. Kalau dibuat lebih enak lagi, pasti bakal lebih laku. Selamat mencoba!"
"Setiap kali ke sini, selalu ada di daftar tunggu. Tempatnya cukup sempit ya! Jika ingin membuat reservasi, akan ada minimum charge, tergantung jumlah orang juga. Kemarin kami walk-in dan mendapat daftar tunggu kedua, tapi tidak  lama sudah dipanggil masuk, mungkin hanya 5 menit. Ini terjadi di Jumat sore sekitar jam 3. Di kafe ada wifi, tetapi tidak  terlalu mudah, harus registrasi dan beberapa kali prompted, jadi kurang smooth. Akhirnya tether sendiri. Pelayan di sini cukup oke, cepat kalau diminta bantuan, walaupun cukup ramai. Minuman kami juga cepat sekali disajikan. Untuk kopi, sudah pasti The Coffee Academics. Mencoba mixed juice-nya, immune booster—enak banget! Ternyata selain kopi yang terkenal, minuman non-kopi mereka juga enak. Kami memesan signature fish taco, dan tersaji sesuai foto di buku menu, porsinya besar! Kebetulan meja kami tidak  ada colokan, dan tidak  minta. Sebagai catatan bagi yang ingin bekerja dari kafe. Mereka cukup akomodatif, membolehkan kami menambah kursi saat teman-teman datang. Lain kali, ingin mencoba Orange coffee mereka!","The Coffee Academic di Ashta ini selalu ramai dari waktu makan siang hingga waktu ngopi. Datang hanya untuk ngopi, ingin duduk di area luar ruangan tapi penuh sekali. Jadi duduk di dalam ruangan, nyaman juga untuk bekerja dari kafe. Saya dan teman memesan: Iced Okinawa (59k++) dan Iced Latte (53k++). Iced Okinawa – ini adalah salah satu dari menu signature latte-nya. Latte dengan topping brown sugar. Minuman ini tidak  terlalu creamy dan milky, kopinya terasa cukup bold, rasanya cenderung fruity dengan aftertaste yang sweet. Enak juga. Iced latte, kopinya sedikit lebih kuat dari yang Okinawa. Favorit saya masih tetap Manuka, recommended. Kapan-kapan ingin mencoba makanan beratnya, penasaran sama Pasta Laksanya.","""Tempatnya cukup luas dengan area di dalam dan luar ruangan. Pelayanannya oke, cepat dan ramah. Kopinya banyak pilihan dan unik. Kami mencoba hot coffee Okinawa seharga 55k: cappuccino yang creamy dengan brown sugar, enak dan tidak  terlalu manis. Pepper Agave seharga 55k ini lebih ke latte, kopinya tidak  terlalu kuat, menggunakan agave nectar, dengan sentuhan toasted black peppercorn. Rasanya unik karena ada lada hitam, tetapi saya kurang suka. Saya masih lebih suka yang Okinawa. Kue dan es krim taro enak banget, baik kue maupun es krimnya tidak  terlalu manis. Kuenya sangat lembut. Ayam goreng ala Korea (Kpop FC) seharga 90k enak, crispy di luar, renyah saat digigit, rasanya sedikit pedas manis. Keseluruhan, saya suka, nanti ingin mencoba menu lainnya."
"""Kali ini keponakan ulang tahun, gathering di The Garden. The Garden dari luar sampai dalam bernuansa bunga-bunga, sangat instagramable. Kali ini mencoba: curry laksa yang tidak  terlalu kental. Nasi goreng babi krispy yang gurih. Staf ramah dan responsif. Sekadar saran, sebaiknya disediakan bel di tiap meja, jadi tidak  perlu ribet teriak memanggil staf","Kesan pertama masuk, tempatnya sudah cantik sekali. Banyak sekali spot menarik untuk yang suka foto-foto, seperti masuk ke taman bunga, sangat instagramable. Untuk yang suka foto cantik pasti betah di sini karena setiap sudutnya menarik. Makanan dan minumannya bervariasi dan enak-enak. Saladnya segar sekali, sampai pesan dua kali. BBQ pork ribs-nya enak, dagingnya empuk, bumbu BBQ-nya meresap. The Wonder Duck Crispy Kecombrang wajib dicoba, benar-benar enak, krispy, dan wangi kecombrang. Untuk cappuccino-nya biasa saja, menurutku kurang kuat. Untuk minuman yang segar, coba Tinkleberry atau yang suka sedikit asam coba minuman Blooming Season. Pelayanannya oke, responsif, dan ramah, serta bersedia membantu memotret.","Ketiga kalinya ke The Garden. Tapi kali ini mencoba restoran di Lippo Mall Puri. Dan saya memesan Klepon Cake Slice with Coconut Ice Cream, She’s Slice of Heaven Milo, Fairy Garden, dan Blooming Season. Pelayanannya ramah, cepat, tempatnya nyaman, dan suasananya romantis. Disarankan lah pokoknya tempat yang satu ini. Lippo Mall Puri, Lt. Ground, Jakarta Barat. The Garden by Hiro Group."
"Sudah sering lewat tapi baru mencoba ke sini. Interiornya bagus, pelayanannya oke. Memesan nasi goreng, rasanya enak. Sebenarnya memesan salad salmon juga, cuma lupa difoto, saladnya juga enak. Secara keseluruhan, suasana tempatnya sangat bagus untuk nongkrong dan ngobrol.","Tempatnya cukup luas, ada 3 lantai yang digunakan sebagai area makan. Di rooftop-nya ada area terbuka dengan tenda-tenda ala Timur Tengah, tapi karena malam ini sepi, yang terpakai hanya lantai dasar. Dekornya keren dengan nuansa biru, pelayannya cepat, ramah, dan membantu. Makanannya cukup oke. Pepperoni pizza (105k): ukurannya tidak  sebesar PHD untuk 8 potong, kira-kira seukuran piring diameter 30cm. Pizza tipe thin dough, enak, keju mozzarella-nya banyak, apalagi dimakan saat panas... meleleh banget. Lychee fizz (45k) dan strawberry milkshake (50k) cukup oke, tidak  terlalu manis buat lidah saya, tapi buat anak-anak pasti senang karena milkshake-nya dihias dengan es krim, wafer, meses warna-warni, dan mini marshmallow. Lychee fizz-nya pakai soda dengan 2 buah lychee lalu dihias dengan daun mint. Tipsy tiramisu (79k): ini mantap sekali, rasa kahlua-nya kuat banget, tidak  terlalu manis jadi tidak  bikin enek. Diberikan lagi ekstra saus kahlua di sampingnya, makin mantap. Rasa kahlua-nya jadi mirip Baileys. Ini sangat disarankan. Untuk nongkrong dengan teman atau keluarga, tempat ini boleh lah karena pilihan menunya juga variatif, walaupun harganya tidak  di atas rata-rata.","Pertama kali datang langsung dilayani dengan baik. Stafnya selalu datang untuk menanyakan tentang makanan yang dipesan dan ramah. Suasana di sini nyaman dan luas, di lantai teratas ada live music jadi cocok untuk yang mau nongkrong sampai malam. Makanan keseluruhan enak dan matang sempurna. Sayangnya, oyster tidak  asin dan ukuran dagingnya sedang."
"Kunjungan kedua kalinya ke sini. Kali ini saya mencoba semangkok nasi lidah dengan sambal matah seharga 55k. Nasi putih dengan irisan lidah sambal matahnya saya minta tidak disiram, jadi dipisah saja karena takut kepedesan. Di sini lidahnya potongannya agak tebal dan lebar. Saya kurang suka tekstur dan potongan lidahnya, tetap enak sih, terbantu dengan sambal matahnya yang pedas gurih. Tapi ekspektasi saya lidahnya dipotong lebih tipis-tipis agar bumbunya lebih menyerap.","Ingin ngopi-ngopi tapi lagi tidak ingin keluar rumah? Mencari yang enak, nyaman, dan terjangkau? Ada di Rumah Sagaleh. Saat ke sini, area dalam ruangan penuh dengan pengunjung. Kebanyakan dari mereka membawa pekerjaan, ada juga yang meeting. Sempat ragu untuk duduk di area semi luar ruangan, tentunya tidak mau duduk di area luar ruangan karena cuaca akhir-akhir ini yang panas. Biasanya juga, demi foto saya pesan minuman panas biar ada latte art. Kali ini, pesanan saya: Es kopi susu (20K) meskipun kopinya lumayan terasa, tapi masih seimbang dengan rasa manisnya. Jadi, masih cocok untuk yang hobi minum kopi susu tapi tidak mau yang kopinya terlalu kuat. Brownies choco pecan (12K) suka dengan brownies yang ada isian kacang pecan ini, gede-gede pula :) Jadi bikin tambah renyah ketika dikunyah. Cheese dan oreo cookie (15K) yang ini manis, cocok buat penggemar manis-manis... soft deh saat dimakan. Total yang saya bayar dengan pajak Rp 54.2K. Tempat duduk semi luar ruangan ini ternyata tidak sepanas yang saya bayangkan. Akhirnya dengan teman-teman duduk di situ sambil ngobrol. Kalau kalian mencari tempat duduk yang dekat dengan colokan listrik, kebanyakan ada di area dalam ruangan. Hanya ada satu di area semi luar ruangan. Pelayanannya baik, kebersihan tempat termasuk restroom juga terjaga. Oke banget buat kerja di cafe ataupun metime di sini. Oh ya, ada beberapa outlet makanan. Jadi tidak hanya makanan ringan, ada juga burger dan pizza dari yang sepintas saya lihat.","Sore ini mampir ke Sagaleh karena harganya yang super ramah kantong. Harga kuenya benar-benar terjangkau, rata-rata cuma 15 ribu saja. Saya pesan 1 kue dan 1 kopi, harganya tidak sampai 50 ribu. Untuk area duduk, ada yang di dalam dan semi luar (tidak ber-AC) namun ada kipas angin dan beberapa kipas, jadinya tidak panas dan gerah. Tempatnya benar-benar nyaman untuk nongkrong karena jarak antar meja juga cukup jauh. Selain itu, wifinya lumayan kencang. Saya mencoba Kopi Susu Kurma (IDR 28k). Penasaran dengan menu yang satu ini karena saya suka susu kurma, namun tidak berharap banyak dengan rasanya. Untuk es batu dan gulanya, saya tidak minta dikurangi, jadi sesuai takaran. Ternyata rasanya benar-benar oke banget. Teksturnya mirip susu kurma di restoran Arab yang potongan kurmanya benar-benar terasa sampai tegukan terakhir. Teksturnya pun tidak kental. Namun rasa pahit dari kopinya terasa. Tidak kusangka kopinya kuat juga, padahal kopi susu biasa tanpa kurma pun ada yang lebih ringan. Saya suka banget dengan rasanya yang unik, tapi enak. Saya juga mencoba Salted Caramel Choco (IDR 15k). Saya tidak berharap banyak dengan kue ini karena harganya super murah. Untuk harga segini, memang oke banget. Kuenya setidaknya tidak seret di tenggorokan dan tidak super keras. Seperti bolu coklat biasa, tapi ada krim salted caramel yang sedikit asin. Krimnya tidak banyak, jadi tidak super creamy. Teman saya memesan Brownies Cheese Stuffed. Teksturnya renyah, namun tidak alot. Rasa manisnya pas menurutku, bukan jenis brownies yang super duper manis."
"Di sini JCo-nya ada area dalam ruangan dan luar ruangan. Tapi lebih banyak kursi di luar ruangan, mungkin karena pengunjung kebanyakan yang merokok. Makanan, minuman, dan pelayanan sesuai standar JCo. Paling suka blackforest-nya untuk minumannya, dan ada donat glaze gratis.","Kali ini saya mencoba rasa baru dari J.Co, yaitu rasa nanas, klepon, dan talas. Yang rasa klepon juara banget, jadi nostalgia masa kecil yang suka jajan klepon. Untuk rasa nanas, mirip banget kayak makan nastar. Sedangkan, untuk rasa talas manis banget, talasnya terasa sekali, aku kurang suka sih yang nanas dan talas. - J.Co Donuts 8k. Untuk minum, aku pesan: Avocado Coffee 45k. Ini juara banget, aku suka sekali. Choco Forest 45k. Karena aku tidak terlalu suka manis, aku tidak suka minuman ini. terlalu manis jadi buat aku pusing.","Ini lagi diskon sampai tanggal 9. Dua lusin donat cuma 100k atau dua minuman atau J.Col cuma 50k. Lumayan banget, kan. Selain diskon, saya beli froyo, minuman, dan donatnya juga. Kalau donat, semua orang pasti tahu rasanya enak, empuk, manisnya pas. Pilihan rasa yang paling saya suka adalah almond dan glaze. Untuk froyo-nya juga enak, tapi sayangnya agak sedikit, tapi worth the value. Untuk minumannya, saya pesan tiramisu latte dan green tea latte yang menurut saya rasanya biasa saja, cukup enak saja, tidak sampai bikin nagih. Untuk tempatnya di Paskal setelah mereka renovasi jadi bagus, nyaman, dan sangat nyaman. Pelayannya juga lumayan baik."
"Lagi kepengen makan pancake jadi mampirlah ke outlet sini. Restorannya ramai banget sampai ada waiting list karena area makannya tidak terlalu besar, mejanya tidak berdekatan satu sama lain. Ada area dalam ruangan yang full AC dan area luar ruangan yang relatif sempit. Makanan keluarnya relatif lama karena restoran lagi full house banget. Peanut butter pancake (65k) keluar duluan. Setelah hampir habis, baru Oxtail fried rice (79k) nya keluar. Terbalik banget ya makannya, dessert duluan baru main course-nya. Pankuenya tidak seperti pancake pada umumnya. Di sini pancakenya berbentuk mangkuk besar yang garing luarnya dan lembut kopong dalamnya. Bagian luar yang garing diberi taburan icing sugar dengan lelehan saus karamel yang manis gurih, sedangkan bagian tengah pancake diberi butter, selai kacang, dan irisan almond lalu di topping dengan es krim vanilla. Kalau makannya dicampur semua, rasanya maknyus banget, semua rasa bersatu di lidah, enak. Nasi goreng buntutnya porsinya relatif kecil untuk harganya. Dilengkapi dengan kerupuk udang kecil, acar timun wortel, dan telur ceplok. Daging buntutnya sudah dipotong kecil-kecil dan dimasak bersama nasinya dengan kecap manis sehingga nasi gorengnya berwarna coklat gelap, manis, dan cukup smoky. Rasanya juga sedikit pedas karena memang minta pedas sedang. Oke sih cuma terasa mahal saja karena seperti makan nasi goreng tektek premium. Es teh tawar (25k/gelas) tidak refill. Harga-harga di menu belum termasuk pelayanancharge dan pajak.","Tempat nongkrong yang letaknya strategis di ujung jembatan antara Neo Soho dengan Central Park. Pelayanannya oke, cepat, dan ramah. Suasananya nyaman. Saya memesan Truffle Mushroom (Rp 65K), salah satu pancake best seller dan wajib dicoba! Rasanya gurih dan jamurnya lumayan banyak serta creamy. Ukuran pancakenya berbentuk mangkuk besar dengan pinggiran renyah. Saya juga memesan Pistachio (Rp 65K) untuk versi manisnya, dengan es krim vanilla, pinggiran saus coklat, taburan gula putih, dan kacang pistachio. Enak! Manisnya pas di mulut. Ada topping buah raspberry dan plum juga. Suka! Terakhir, saya memesan Smoked Salmon Rosti (Rp 89K). Kentang parut yang dipanggang, aromanya wangi dengan topping potongan salmon dan daun bawang. Rasanya gurih, apalagi disiram dengan sausnya.","Letaknya dekat pintu masuk Skybridge, suasananya sangat nyaman. Menu yang dipesan: Chicken Sausage 'n Egg Rosti: kentang rostinya juara, tidak perlu diragukan lagi. Sosisnya juga juara! Rasanya seperti sosis homemade tapi ada aroma wangi khas, teksturnya juga lembut. Beef Stroganoff: daging beef yang dipadukan dengan krim, tidak terlalu gurih, dagingnya juga tidak keras. Nasi butter-nya tidak terasa wangi butter-nya. Ditambahin mayo sama cabai baru terasa. Tekstur dagingnya sebenarnya enak, cuma kurang berani saja rasanya. Birthday Pancake: free birthday pancake sampai H+7 ulang tahun, dinyanyiin tiba-tiba pas lagi makan. Terima kasih untuk tim Baby Dutch! Cream pancakenya enak banget, sudah juara lah pancakenya."
"Kedai kopi Jepang yang sangat lucu ini terletak di ruko PIK, sederetan dengan God Wok dan Bakbi. Tempatnya sangat lucu dengan nuansa Jepang yang serba kayu dan minimalis. Aku sangat suka dengan tempatnya, meskipun kecil, tetapi sangat nyaman dan bersih. Untuk menunya, di sini spesialisasinya kopi. Aku mencoba Ryu's Favourite Chocolate seharga 38k dan Mikko's Latte seharga 38k. Enak dua-duanya, cokelatnya kuat dan kaya rasa, sedangkan kopinya ringan dan manisnya pas. Wadah gelasnya juga lucu dengan warna biru yang menggemaskan. Lain kali pasti aku akan balik lagi ke sini.","Sejak pertama kali menemukan postingan tentang kedai kopi ini, saya langsung ingin berkunjung ke kedai kopi ini. Lokasinya ada di ruko Golf Island, tidak jauh dari jembatan yang menghubungkan Fresh Market PIK dengan Pancoran PIK. Eksteriornya bernuansa kayu dengan tema Jepang. Meski kedai kopinya tidak luas, namun nyaman. Di luar ada sekitar dua meja, sedangkan di bagian dalam ada enam meja. Yang membedakan kedai kopi ini dengan kedai kopi pada umumnya, di sini ada meja lesehan dengan tikar tatami. Buat kalian yang mau kerja di kafe juga sangat oke. Di sini tersedia banyak stop kontak. Bahkan di setiap meja ada stop kontak. Namun kalau kalian duduk di meja bertikar tatami samping lorong ke kasir, sebaiknya bawa sambungan kabel karena jarak meja ke stop kontak jauh. Saya mencoba Ice Sakura Matcha Latte (Rp. 40.000). Harga minuman di sini sudah nett dan pelayanannya super ramah. Ukuran gelasnya pun besar dan rasa matcha yang kuat juga cukup terasa. Selain itu, sirup bunga sakuranya manis dan beraroma bunga dengan cita rasa yang khas. Perpaduannya pas dan rasa manis dari sirup sakura tidak menutupi rasa matcha.","Salah satu kafe gemas yang ada di PIK, eksteriornya niat dan Jepang banget dengan dominasi kayu. Saat saya datang, ternyata lumayan ramai tapi tetap nyaman. Saya pesan Matcha Mizu (38,000). Untuk matcha-nya lumayan kuat tapi bukan tipe yang pahit, masih seimbang dengan susunya, cukup creamy dan manisnya pas."
"Akhirnya mampir ke cabang kedua Kurasu, kali ini tidak begitu jauh dari cabang pertamanya yaitu di daerah Blok M. Untuk tempatnya sendiri di sini lebih nyaman dan ada listening bar-nya juga. Aku pesan Matcha Latte (50,000). Selalu suka sama matcha-nya, karena meskipun terasa autentik, tapi pahitnya masih oke banget di lidahku, creamy dan sedikit manis.","Ini kedua kalinya aku ke Kurasu, hanya beda cabang dan beda pesanan minuman saja. Aku pesan ceremonial matcha dengan oatmilk. Menurutku, ini matcha yang enak, creamy-nya dapat, milky-nya dapat, tidak terasa seperti rumput. Tapi jujur saja, harganya terlalu mahal. Habis 80 ribu untuk segelas matcha. Selamat mencoba!","Kedai kopi terbaru dan hits di Jaksel! Tempatnya nyaman dan artistik tapi kapasitas tempat duduk di dalam ruangan kurang banyak. Untungnya di area luar ruangan lumayan banyak tempat duduk dan untungnya juga saya ke sini sore jadi sudah tidak panas lagi. Saya pesan Ice White (Rp. 50.000). Kopinya cukup asam buat saya, mesti dikasih simple syrup yang banyak baru pas."
"Kedai kopi yang satu ini terletak tepat di samping stasiun Matraman Besar. Area duduknya ada di dalam ruangan dan luar ruangan. Di area dalam ruangan ada beberapa stop kontak dan bisa buat kerja di kafe. Saya mencoba Cinnamon Roll dan Kopi Susu (Rp. 40.000). Harganya terjangkau. Kopi susunya oke juga, tidak super creamy. Manisnya masih pas dan terasa cukup legit. Berhubung tempat ini terkenal dengan cinnamon roll, jadinya aku mencoba. Aku coba opsi Biscoff karena tidak ada yang original. Sayang rasanya cinnamon kurang kuat. Jadi rasa rempah hanya dari krim lotus di atasnya. Di lapisan roll tidak terasa cinnamon sama sekali. Tempat ini katanya terkenal dengan cinnamon roll, namun menurut saya ini salah satu cinnamon roll tidak enak yang pernah saya makan.","Nyari tempat nyantai melipir ke Moven Coffee di Matraman Besar. Menu: Bervariasi kopi dan cinnamon roll serta cemilan lain. Indoor: Ber-AC dan nyaman buat kerja di kafe atau belajar. Outdoor: Sedia beberapa tempat buat pengunjung yang merokok. Menu yang diorder: Kopi susu Moven (Rp. 24.000) dan cinnamon roll dark choco (Rp. 25.000). Rasa: Kopi susunya lumayan, cuma tidak bisa request untuk less sugar beneran karena ada rasio mereka sendiri. Cinnamon roll-nya manis, cocok buat yang sweet tooth. Keseluruhan: Not bad.","Iseng-iseng siang saya pesan bakmie ayam di Moven Coffee. Rasanya lumayan, asin gurih, porsi sedang, ada tambahan potongan kulit pangsit goreng. Cuma tidak dapat kuah bening dan tidak ada sayurnya. Secara keseluruhan, jujur agak kurang worth it. Tapi ya silakan buat yang mau coba, tempat dan pelayanannya oke banget, dan kemarin ngopi di sini juga worth banget. Tapi kayaknya bukan tempat yang tepat buat makan bakmie, ya hahaha."
"Kali ini aku mau rekomendasikan tempat coffee shop yang nyaman banget nih di PIK. Namanya Patko Coffee. Tempatnya dari depan tampak kecil, namun pas masuk langsung berasa suasana rumahan banget. Ada dua lantai, dengan ruangan luar dan dalam. Tempatnya cukup nyaman dan asik buat nongkrong. Di sini aku pesan Magic Latte (Rp. 35.000), double ristretto dengan steamed milk. Kopinya lebih bold, tidak terlalu kuat tapi teksturnya smooth. Hot cappuccino (Rp. 30.000), kopinya lumayan terasa, tidak terlalu kuat juga. Iced Chocolate (Rp. 38.000), cokelatnya enak, manisnya pas, cuma cokelatnya kurang berasa, sedikit encer mungkin kebanyakan air. Cinnamon Roll (Rp. 25.000), ukurannya besar banget, rasa cinnamon-nya terasa banget. Teksturnya lumayan empuk. Chocolate Croissant (Rp. 25.000), croissant-nya enak, isi cokelatnya tidak terlalu banyak. Memiliki tekstur yang sangat garing dan renyah. Pelayanannya cukup memuaskan, dan keseluruhan minumannya enak-enak dan tempatnya juga asik banget buat duduk santai di sore hari.","Untuk yang suka nongkrong di PIK, patut dicoba! Kedai kopi yang dari depan menarik banget buat foto-foto, namanya @patkocoffee. Saya mau ke sini lagi buat sesi foto #nataliasuwardi @patkocoffee.
#patkocoffee #coffeeshop #coffee #coffeelover #coffeeaddict #coffeetime #coffeegram #kulinerpik #kulinerpik2 #kulinerjakarta #blogger #foodblogger #foodie #foodstagram #food #foodporn #igfood #enak","Iseng beli kopi di sini, karena kebetulan lewat juga. Saya mencoba es kopi Patko. Ini es kopi susu gula aren, rasanya lumayan juga. Kopinya terasa dan tidak terlalu manis."
"Datang ke sini lagi, sekarang sudah bisa terhubung dengan wifi mall. Sebelumnya, karena tempatnya di pojok jadi jaringan wifinya tidak bisa connect. Pas ke sini lagi, ternyata sudah bisa. Jadi makin betah deh, komplit semuanya. Kali ini pesan minuman ice mocha latte dengan permintaan kurang manis. Dibandingkan sebelumnya yang matcha, yang ini rasanya lebih oke.","Baru tahu ada tempat kopi ini di sini. Tempatnya tidak terpencil gitu. Masih jadi satu sama GoWork, jadi kirain ini tempatnya GoWork. Ternyata beda. Cuma sayangnya di sini tidak ada wifi. Wifi mallnya kalau di sini duduknya tidak terlalu masuk, tidak bisa connect. Kalau tidak pakai wifi buat di sini lama-lama enak sih, karena suasananya tidak ramai jadi bisa tenang buat kerja. Ordernya bisa pakai aplikasinya. Lebih murah order pakai aplikasi, beberapa ribu lebih murah daripada langsung di tempat. Dapat voucher diskon juga tapi untuk minuman. Kalau makanannya sih harga normal. Saya order minuman matcha macadamia shake. Ini enak seperti matcha pada umumnya, manis juga. Segar pula, doyan banget order yang ini. Makanannya saya pesan kouign-amann yang garlic. Enak, tapi teksturnya pas gigit tengahnya bukan roti modelannya. Kurang ke pastry gitu. Tapi untuk rasanya oke. Isian krim garlicnya juga gurih, wangi, dan enak jadinya.","Kopi ini terletak di tempat yang juga berfungsi sebagai co-working space, jadi bisa sewa ruang kerja dan pesan kopi di bagian depannya. Tapi saya hanya meeting di depan, di kedai kopinya saja, bukan di co-working space-nya. Kopinya cukup oke."
"Salah satu tempat ngopi favoritku adalah Tomoro, kenapa? Karena banyak banget promonya! Saranku, kalau kalian ke Tomoro pakai aplikasinya buat pesan karena jadi murah banget atau kadang free.","Tanggal dan Jam Visit (4/2/24) - pukul 12.30 WIB. Suasana: Lagi-lagi tempat transit nyaman dekat dari Stasiun Juanda, tepatnya di ruko Raffles Juanda. Untuk dine-in dalam ruangan, kursinya cukup banyak dengan fasilitas stop kontak, sedangkan untuk luar ruangan hanya ada 4 kursi. Menu yang Dicoba: Tomoro Coconut Latte Large (Rp. 23.000). Ini baru kali kedua aku jajan Tomoro, jadi baru sempat mencoba menu ini. Jujur, rasanya cocok di lidah. Aku pesan less sugar dan rasa kelapanya beneran asli sesuai klaim, bukan yang artificial. Plus, termasuk terjangkau harganya, luvv. Pelayanan: Baristanya ramah dan aktif nawarin lagi ada promo apa di bulan pembelian. Plus, cepat juga ngeracik minumannya. Kebersihan: Area dine-in bersih dan rapi, cuma lantainya tidak becek aja karena pas lagi hujan deras. Parkir: Parkirnya di depan ruko, cuma harus geser ke arah Famima karena suka ramai sama motor abang ojol dan bajaj. Kesimpulan: Skor (1-10): 8.5. Tips Tambahan: Kalau mau versi yang lebih manis, coba yang varian Coconut Aren Latte, plus bisa bundling promo sama pastry-nya.",Sore ini berkunjung ke Tomoro cabang Juanda. Lokasinya di dekat halte busway Juanda dan stasiun Juanda. Untuk area duduknya ada 1 lantai dan jarak antar meja tidak terlalu dekat. Sayangnya tidak ada toilet sehingga hanya cocok untuk duduk sejenak. Aku mencoba Strawberry Jasmine Smoothie. Manisnya pas menurutku. Ada rasa asam dari strawberry sekaligus aroma teh jasmine. Perpaduan rasanya klop dan menyegarkan.
"Dari dulu penasaran sama curry omu rice karena nonton YouTube-nya Raditya Dika. Dan ternyata benar-benar seenak itu! Tempatnya super nyaman, berasa di kafe elit dan private, suasananya adem dan cocok buat tempat meeting. Pas datang, telurnya super gede dan jiggly, rasanya berasa makan awan, benar-benar fluffy! Currynya juga bukan tipe yang enek, sangat beraroma kari, tapi agak ringan dan tidak kental, lebih dominan manis dan terasa kaldu sapi. Potongan daging sapi-nya juga benar-benar empuk dan enak banget pas dimakan sama telurnya. Porsi nasinya tidak terlalu banyak. Untuk harga sekitar Rp. 130.000 setelah pajak, worth it sekali buat coba-coba.","kopinya enak, matchanya juga enak, baru nyobain dessertsnya, tapi keseluruhan experience enak disini. harga juga okelah","Ini pertama kali banget mencoba dan berikut pendapatku: Beberapa gigitan pertama tidak terlalu asin dan wijennya kuat sekali, tapi setelah itu enak, dan suka banget dengan tambahan shimeji. Akhirnya mencoba Omu Rice, dari dulu penasaran tapi rasanya masih oke. Telurnya souffle jadi lebih foamy dan sedikit enek menurut aku. Aku pribadi kurang suka kari, tapi kari-nya jujur enak. Suka banget dengan ubi manis, mau diapain juga tetap suka! Minumannya, menurutku kopinya lumayan seperti kopi pada umumnya. Mungkin mesti mencoba hand drip-nya kali ya, karena itu spesialisasi mereka. Matcha-nya enak, thick, jadi menyeimbangkan makanan yang sebelumnya lumayan enek. Suka banget dengan roti panggangnya, seperti honey toast, disajikan di hot plate dengan es krim di atasnya. Panas dingin manis renyah lembut dalam satu gigitan. Tempatnya nyaman banget buat kerja di kafe!"
"Lokasinya cukup strategis, tempatnya luas dan nyaman. Menu yang dipesan: Tomyam seafood, rasanya tidak lebih dari sekadar pedas. Mangga juice, rasanya sangat asam. Pelayanannya ramah dan lumayan cepat.","Rasa kopinya pas banget. Tidak terlalu manis, manisnya pas. Es batunya juga tidak banyak, semua rasanya pas. Kopinya juga creamy, ukurannya juga tidak terlalu kecil dan tempatnya bersih. Suasana juga sangat Instagrammable. Suasananya terasa damai, menyatu dengan alam karena tempatnya terbuka. Pelayanannya baik dan ramah. Harganya terjangkau dan cocok untuk para mahasiswa sambil mengerjakan tugas. Kemasan kopinya juga lucu.","Sop buah Matteh berbeda dari yang lain. Jika yang lain hanya es dan campuran sirup dan buah, yang ini ada krim dengan rasa pisang yang disiram di atas berbagai macam buah. Matteh Almogatto adalah salah satu bintang di Matteh. Minuman ini selalu dipesan oleh pengunjung-pengunjung yang datang. Rasanya pas banget dan enak. Kalau datang ke Matteh, wajib mencoba minuman ini. Nilai tambah dari kafe ini adalah pelayanannya yang memuaskan. Saya kasih nilai 100, keseluruhan: 8/10."
